reward,length,success,collision,travel_time,min_ttc,unsafe_ttc_events,safety_interventions
8.975,45,True,False,9.0,0.5870153386182807,16,0
8.718246233962862,49,True,False,9.8,0.541408888580345,28,0
8.907604529281798,46,True,False,9.2,0.5849123390801524,33,0
-7.514334069197147,27,False,True,5.4,0.9022938393622875,12,0
-7.684295241542019,26,False,True,5.2,0.7775345118389695,12,0
-7.598378196169326,27,False,True,5.4,0.49314848500720615,14,0
8.379452261187005,54,True,False,10.8,0.5617634163483485,27,0
8.84,42,True,False,8.4,0.42768234014165585,24,0
-8.470634348420319,27,False,True,5.4,0.675293829118136,7,0
8.885000000000002,43,True,False,8.6,0.47170232179466864,22,0
9.02,46,True,False,9.2,0.5126420350141084,23,0
-8.229152688193246,19,False,True,3.8,0.49460312663166217,7,0
-7.948519464708812,35,False,True,7.0,0.6884427634252659,22,0
-8.092964261831522,20,False,True,4.0,0.4246612268478734,7,0
-7.751204504323608,24,False,True,4.8,0.5079468627280662,9,0
-7.748805255863468,24,False,True,4.8,0.5375559753909283,18,0
8.68290650097832,41,True,False,8.2,0.5273425674578912,20,0
-7.751716248524337,27,False,True,5.4,0.52713025623858,8,0
8.67910355905682,48,True,False,9.6,0.5352280908832321,26,0
9.02,46,True,False,9.2,0.876541072508298,12,0
8.81789852966963,44,True,False,8.8,0.7749151967094366,20,0
-8.00972919123053,22,False,True,4.4,0.5353378224952434,10,0
-7.8391782671975445,29,False,True,5.8,0.4721492490453831,16,0
-8.192684559418415,20,False,True,4.0,0.5108856469972295,6,0
8.846350782481705,48,True,False,9.6,0.4395666308256399,18,0
8.90757961426351,46,True,False,9.2,0.44160426441748535,31,0
7.9267104575249725,59,True,False,11.8,0.502112817593249,25,0
-7.9954460024738605,26,False,True,5.2,0.44209761378528517,10,0
9.04263869160063,49,True,False,9.8,0.47506657312899575,27,0
-6.5025737870545965,40,False,True,8.0,0.7459259916216489,19,0
-8.639999079835142,23,False,True,4.6,0.48013571470526895,12,0
-8.354985567808155,19,False,True,3.8,0.4934736392317386,11,0
8.527858670183223,43,True,False,8.6,0.5164606088084723,12,0
-7.594545959126304,26,False,True,5.2,0.7752296507495877,12,0
8.524841169620654,46,True,False,9.2,0.47051537484162526,16,0
-7.63307351414217,27,False,True,5.4,0.4853038823941375,19,0
8.48192616231653,44,True,False,8.8,1.1127269155117712,16,0
8.885,43,True,False,8.6,0.4861041563731692,20,0
8.59114044864356,48,True,False,9.6,0.45706280470262173,14,0
-7.849957992366866,26,False,True,5.2,0.4566704207601084,7,0
-7.923268463613448,23,False,True,4.6,0.5851244941349102,8,0
8.760905809281507,47,True,False,9.4,0.5007737920401968,18,0
8.750306986631442,45,True,False,9.0,0.4690440937096864,21,0
8.615,37,True,False,7.4,0.4855585361060987,19,0
8.527418619936944,43,True,False,8.6,0.8295438966938206,15,0
9.020000000000001,46,True,False,9.2,0.78777863235433,14,0
-8.937545288805714,31,False,True,6.2,0.7345423842960759,7,0
-7.9943854504718965,21,False,True,4.2,0.6533247760187032,9,0
8.121841969027042,67,True,False,13.4,0.579315322396631,19,0
9.020000000000001,46,True,False,9.2,1.0117570883293259,12,0
-7.8788144440395556,24,False,True,4.8,0.6485382440691528,9,0
8.609374659694597,47,True,False,9.4,0.5405252733256394,27,0
-8.75379469350218,34,False,True,6.8,1.4101615191804011,8,0
9.155000000000001,49,True,False,9.8,0.46974719334691367,23,0
8.885,43,True,False,8.6,0.5204010178292231,17,0
-7.9130929099568466,24,False,True,4.8,0.4589732714069705,6,0
9.065000000000001,47,True,False,9.4,1.1030689139753187,11,0
-7.682280706476656,26,False,True,5.2,0.5835709899567788,11,0
8.930000000000001,44,True,False,8.8,0.4898093068406908,22,0
8.659999999999998,38,True,False,7.6,0.5889561891475641,26,0
8.296172234896206,52,True,False,10.4,0.8954739492261048,15,0
8.75,40,True,False,8.0,0.7487567085945501,15,0
-8.082255510362984,21,False,True,4.2,0.5364564083098612,17,0
-7.920482705641666,23,False,True,4.6,0.5228003638880616,7,0
-7.955808622118102,24,False,True,4.8,0.7125698011708576,10,0
8.93,44,True,False,8.8,0.9774809239279211,17,0
9.02,46,True,False,9.2,0.5503434543544904,13,0
-8.090387265721267,20,False,True,4.0,0.46427947960867727,15,0
8.975,45,True,False,9.0,1.0695498248518043,16,0
-8.091438627471259,21,False,True,4.2,0.4494966930483352,16,0
-7.933652959384126,29,False,True,5.8,0.5419535897543223,21,0
-8.088507744755745,21,False,True,4.2,0.4422149187948789,15,0
8.885,43,True,False,8.6,0.46747192738539073,31,0
-7.479153006928364,42,False,True,8.4,1.558509290688224,8,0
8.885,43,True,False,8.6,0.5954173836192049,10,0
8.705000000000002,39,True,False,7.8,0.514805469024795,19,0
8.84,42,True,False,8.4,0.5237164695434243,15,0
8.75,40,True,False,8.0,0.5904247329806943,22,0
8.975,45,True,False,9.0,0.5989148817301493,22,0
-7.878055855798955,24,False,True,4.8,0.4533931150685177,7,0
-8.000226267571785,22,False,True,4.4,0.44500529333701583,15,0
9.02,46,True,False,9.2,0.46872705721446406,15,0
8.750385101993135,45,True,False,9.0,0.6489851302269588,30,0
9.155000000000001,49,True,False,9.8,0.4634616662478342,21,0
8.638073600022395,40,True,False,8.0,1.28384100439333,10,0
-7.956716649761166,32,False,True,6.4,0.6384851013232724,9,0
8.802086622799694,46,True,False,9.2,0.5051062002430391,36,0
-7.209184785912977,30,False,True,6.0,1.2546677700974234,13,0
-8.223513404045484,19,False,True,3.8,0.33785776805986434,10,0
8.373111472927178,48,True,False,9.6,0.6703721618796766,14,0
-8.033617714478996,21,False,True,4.2,0.5590015305979921,6,0
8.582627084552545,49,True,False,9.8,0.46316662882668824,23,0
8.795000000000002,41,True,False,8.2,0.584777489332049,24,0
9.065000000000001,47,True,False,9.4,0.5382611257914464,15,0
-7.624898368549548,27,False,True,5.4,0.5085952510070234,8,0
-7.931403259235868,23,False,True,4.6,0.6196682289745985,13,0
-7.9447117385351715,23,False,True,4.6,0.6697443877039001,9,0
8.84,42,True,False,8.4,0.6018361226658453,19,0
8.930000000000001,44,True,False,8.8,0.9350350351350837,9,0
8.885000000000002,43,True,False,8.6,0.47010043567987386,29,0
8.885000000000002,43,True,False,8.6,1.6413943040903822,9,0
8.884999999999998,43,True,False,8.6,0.5279815297090237,26,0
8.93,44,True,False,8.8,0.5669241293467483,24,0
8.9528957680941,47,True,False,9.4,0.9288458658605839,15,0
8.34190857655197,40,True,False,8.0,0.5751691317474139,20,0
8.800899526876808,61,True,False,12.2,0.5154634985745454,21,0
8.975,45,True,False,9.0,0.6149447361346673,22,0
-7.818530903426744,26,False,True,5.2,0.6850366592790814,9,0
-8.495792577096454,34,False,True,6.8,0.4770718043368006,7,0
-7.82008433854447,25,False,True,5.0,0.5632934444618348,10,0
9.065000000000001,47,True,False,9.4,0.5784452142731625,18,0
9.110000000000001,48,True,False,9.6,0.5055307651657067,17,0
8.213710694674036,53,True,False,10.6,0.5136060882717903,29,0
8.93,44,True,False,8.8,0.4859672655271879,35,0
8.885,43,True,False,8.6,0.6927370537975434,10,0
-7.5420285737834885,29,False,True,5.8,0.5123650650098414,12,0
-8.456055107511991,16,False,True,3.2,0.5448160036353232,7,0
-7.815925505139338,27,False,True,5.4,0.56164207624094,7,0
8.975000000000001,45,True,False,9.0,1.2451755107576592,11,0
-7.51341719149056,29,False,True,5.8,0.47106007458218047,7,0
8.847074781656584,47,True,False,9.4,1.1053154223501975,12,0
9.11,48,True,False,9.6,0.41902951934149374,23,0
-7.917911823256425,23,False,True,4.6,0.4749003915679035,9,0
8.75,40,True,False,8.0,0.8211473183209144,16,0
8.302943581514127,44,True,False,8.8,0.5746658833971878,15,0
-7.956480872570587,23,False,True,4.6,0.48837614937100604,8,0
-7.574336214610209,37,False,True,7.4,0.33323719830471754,8,0
8.662591120170692,46,True,False,9.2,1.1031848039227654,12,0
8.795,41,True,False,8.2,0.47101991558864587,22,0
8.975,45,True,False,9.0,0.498692890662588,19,0
-7.8890693323298215,24,False,True,4.8,0.650702953085197,9,0
-7.937986477770521,29,False,True,5.8,0.6507965371553952,9,0
-8.084692786060295,27,False,True,5.4,0.6244654948153873,8,0
-8.021817941570266,28,False,True,5.6,0.6174683535043749,11,0
9.020000000000001,46,True,False,9.2,0.4678312680208884,26,0
-8.071189228995665,21,False,True,4.2,0.562356929770815,8,0
-8.302738611990918,25,False,True,5.0,0.9461907299908492,7,0
-7.885652313374452,22,False,True,4.4,0.5232311585211623,7,0
-7.920107596966405,24,False,True,4.8,0.4973124958545733,8,0
-7.8197028719322965,25,False,True,5.0,0.6665944759271656,7,0
9.155,49,True,False,9.8,0.5028119723886092,21,0
-8.193427184985445,25,False,True,5.0,0.40236193305760926,10,0
8.57,36,True,False,7.2,0.4576671939022528,13,0
8.975000000000001,45,True,False,9.0,0.6251202046774421,20,0
8.63791167029988,40,True,False,8.0,1.2584512941736887,6,0
-7.4589266772886464,28,False,True,5.6,0.5486645541933327,17,0
-7.935229415156674,23,False,True,4.6,0.5005382660397943,8,0
-7.5816016023098225,27,False,True,5.4,0.5899349757790681,11,0
8.975000000000001,45,True,False,9.0,0.6267143643940637,17,0
8.584557040914941,49,True,False,9.8,0.5487803198100012,28,0
