reward,length,success,collision,travel_time,min_ttc,unsafe_ttc_events,safety_interventions
7.33934399214405,63,True,False,12.6,1.0652859726555697,14,0
4.466222270293084,142,True,False,28.4,1.0291995531797133,21,0
1.2674898692140402,89,False,True,17.8,1.0678848504737701,27,0
5.5944967385536195,149,True,False,29.8,1.302451940301962,33,0
5.025943955974165,128,True,False,25.6,1.4759275822212994,37,0
3.6813711306390884,133,True,False,26.6,0.8839756476546813,20,0
2.4662222702930845,71,False,True,14.2,1.94433342621677,2,0
1.471969624738523,151,False,False,30.2,0.8702288809500851,21,0
1.8665484240173345,31,False,True,6.2,1.8494451943916481,3,0
0.646520191018443,41,False,True,8.2,0.8415881580440395,23,0
1.3245230965714914,57,False,True,11.4,0.8893329497492303,25,0
4.002860980179793,151,False,False,30.2,0.9425359913216746,78,0
2.8372888193043235,151,False,False,30.2,1.1177782494110702,65,0
1.6667599317563555,34,False,True,6.8,0.8672236364262199,11,0
3.0663998753720962,151,False,False,30.2,0.784275860943585,51,0
0.5253632056524773,73,False,True,14.6,0.8424332244651909,21,0
3.0663998753720962,151,False,False,30.2,1.0833580262141926,50,0
7.142693302906668,84,True,False,16.8,1.0608708384565402,33,0
4.598547149209107,151,False,False,30.2,1.0015263041531661,83,0
2.2662955449106943,44,False,True,8.8,1.4626156267089252,8,0
3.4662222702930845,151,False,False,30.2,1.3071521248231406,24,0
1.4670610824238293,48,False,True,9.6,0.8915534785116129,17,0
2.0614360474733378,151,False,False,30.2,0.669863056855193,32,0
6.208802201097324,82,True,False,16.4,1.0733063067929638,33,0
3.466078927168879,49,False,True,9.8,1.6308576765923617,6,0
4.202076841835227,151,True,False,30.2,1.105992615552274,35,0
1.6667599317563555,74,False,True,14.8,0.7725855206663743,21,0
1.4670610824238293,41,False,True,8.2,1.7185873627195416,4,0
1.4803404703215506,53,False,True,10.6,0.9588024249703239,20,0
4.6661708071871635,135,True,False,27.0,1.7755248815614793,10,0
0.9934610295028143,51,False,True,10.2,1.0227698564277234,17,0
0.6702073579087879,49,False,True,9.8,0.880188017570743,15,0
4.49688809486095,95,True,False,19.0,0.9347264264074782,41,0
5.811500951179999,144,True,False,28.8,0.9632129244053144,61,0
5.121391398236393,107,True,False,21.4,0.6567733093799176,46,0
2.732065870881445,151,False,False,30.2,0.8359958008315721,49,0
5.134152040560377,150,True,False,30.0,0.9373127043606734,50,0
4.630790048082947,150,True,False,30.0,1.293020376216624,45,0
6.601777167341208,77,True,False,15.4,0.639232334913171,27,0
5.051457511879724,151,False,False,30.2,1.5563998248380595,25,0
2.629984022592347,47,False,True,9.4,1.3573741084397848,12,0
5.003088558338502,89,True,False,17.8,0.8210766601030669,28,0
1.5844387409183824,151,False,False,30.2,0.8479825010283155,61,0
3.4670610824238293,140,True,False,28.0,0.996588599925875,25,0
2.4662222702930845,68,False,True,13.6,1.1003389223688425,19,0
5.993317855955707,96,True,False,19.2,0.9090724063709831,32,0
0.07805140961983326,27,False,True,5.4,1.8556403316734418,4,0
3.890730967701752,138,True,False,27.6,1.3160592877953003,19,0
1.6971289458132988,24,False,True,4.8,1.4417526178501285,4,0
2.5027450175834534,59,False,True,11.8,1.240528550844245,15,0
3.0663998753720962,151,False,False,30.2,0.9897980708790152,39,0
2.112581996549053,43,False,True,8.6,1.5086004277944118,9,0
1.2674898692140402,27,False,True,5.4,1.8721011087820216,3,0
1.7036616238372502,70,False,True,14.0,0.9341226410120504,29,0
2.8501927264032365,151,False,False,30.2,1.094417903011694,68,0
4.6661708071871635,137,True,False,27.4,0.8806761292794006,26,0
7.432743968337731,126,True,False,25.2,1.4359115295425553,35,0
2.0663998753720962,45,False,True,9.0,1.898697264728124,2,0
